"hc_x","hc_y","next_event_type","event_and_next_event_type","event_description","batter_name","pitcher_name","outs","balls","strikes","hit_trajectory","fld_score","bat_score","post_fld_score","post_bat_score","is_hit_into_play","is_hit_into_play_basehit","bat_side","pitch_hand","sport_id","game_pk","at_bat_number","event_inning","top_inning_sw","game_date"
,,,"strikeout","Tre Todd strikes out swinging.  ","Tre Todd","Steven Wilson",1,2,2,,2,7,2,7,0,0,"L","R",13,"576695.00",68,7,"N","2019-04-30"
,,,"walk","Devin Mann walks.   Donovan Casey to 2nd.  ","Devin Mann","Mason Thompson",1,3,0,,0,0,0,0,0,0,"R","R",13,"576695.00",7,1,"N","2019-04-30"
"143.59","168.63","field_out","field_out","Tre Todd grounds out, second baseman Kelvin Melean to first baseman Taylor Kohlwey.  ","Tre Todd","Cody Tyler",2,2,1,"ground_ball",2,5,2,5,1,0,"L","L",13,"576695.00",50,5,"N","2019-04-30"
"128.50","190.08","single","single","Brayan Morales singles on a bunt ground ball to pitcher Cody Tyler.  ","Brayan Morales","Cody Tyler",0,0,0,"ground_ball",2,3,2,3,1,1,"R","L",13,"576695.00",37,4,"N","2019-04-30"
,,,"walk","Tre Todd walks.  ","Tre Todd","Mason Thompson",0,3,2,,2,3,2,3,0,0,"L","R",13,"576695.00",20,2,"N","2019-04-30"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Steven Wilson",0,1,2,,2,7,2,7,0,0,"R","R",13,"576695.00",66,7,"N","2019-04-30"
,,,"strikeout","Brayan Morales strikes out swinging.  ","Brayan Morales","Steven Wilson",2,1,2,,2,7,2,7,0,0,"R","R",13,"576695.00",69,7,"N","2019-04-30"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Mason Thompson",2,1,2,,0,3,0,3,0,0,"R","R",13,"576695.00",11,1,"N","2019-04-30"
"107.84","165.46","field_out","field_out","Marcus Chiu grounds out, third baseman Esteury Ruiz to first baseman Taylor Kohlwey.  ","Marcus Chiu","Cody Tyler",0,0,1,"ground_ball",2,5,2,5,1,0,"R","L",13,"576695.00",48,5,"N","2019-04-30"
"85.60","90.79","single","single","Starling Heredia singles on a line drive to left fielder Jack Suwinski.  ","Starling Heredia","Steven Wilson",1,3,2,"line_drive",2,7,2,7,1,1,"R","R",13,"576695.00",67,7,"N","2019-04-30"
"120.55","166.25","field_out","field_out","Devin Mann pops out to shortstop Gabriel Arias on the infield fly rule.  ","Devin Mann","Mason Thompson",1,1,1,"popup",2,3,2,3,1,0,"R","R",13,"576695.00",24,2,"N","2019-04-30"
"196.02","100.32","sac_fly","sac_fly","Devin Mann out on a sacrifice fly to right fielder Tirso Ornelas.   Jeter Downs scores.  ","Devin Mann","Steven Wilson",1,0,0,"fly_ball",3,7,3,8,1,0,"R","R",13,"576695.00",76,8,"N","2019-04-30"
,,,"walk","Marcus Chiu walks.  ","Marcus Chiu","Mason Thompson",2,3,1,,0,3,0,3,0,0,"R","R",13,"576695.00",10,1,"N","2019-04-30"
,,,"strikeout","Devin Mann strikes out swinging.  ","Devin Mann","MacKenzie Gore",2,3,2,,1,0,1,0,0,0,"R","L",13,"576694.00",10,1,"N","2019-04-29"
,,,"walk","Brandon Montgomery walks.  ","Brandon Montgomery","MacKenzie Gore",1,3,2,,1,0,1,0,0,0,"R","L",13,"576694.00",40,5,"N","2019-04-29"
,,,"strikeout","Starling Heredia called out on strikes.  ","Starling Heredia","MacKenzie Gore",0,0,2,,1,0,1,0,0,0,"R","L",13,"576694.00",23,3,"N","2019-04-29"
"118.17","51.86","double","double","Brandon Montgomery doubles (3) on a fly ball to center fielder Jeisson Rosario.  ","Brandon Montgomery","MacKenzie Gore",1,3,2,"fly_ball",1,0,1,0,1,1,"R","L",13,"576694.00",24,3,"N","2019-04-29"
"104.67","171.02","field_out","field_out","Marcus Chiu grounds out, third baseman Kelvin Melean to first baseman Taylor Kohlwey.  ","Marcus Chiu","MacKenzie Gore",1,1,1,"ground_ball",1,0,1,0,1,0,"R","L",13,"576694.00",17,2,"N","2019-04-29"
,,,"strikeout","Brandon Montgomery strikes out swinging.  ","Brandon Montgomery","Caleb Boushley",1,2,2,,2,2,2,2,0,0,"R","R",13,"576694.00",56,7,"N","2019-04-29"
"105.46","114.62","single","single","Devin Mann singles on a soft line drive to left fielder Jack Suwinski.  ","Devin Mann","Jean Cosme",2,1,2,"line_drive",2,2,2,2,1,1,"R","R",13,"576694.00",63,8,"N","2019-04-29"
,,,"walk","Starling Heredia walks.  ","Starling Heredia","Jean Cosme",2,3,1,,2,2,2,2,0,0,"R","R",13,"576694.00",71,9,"N","2019-04-29"
"124.53","91.58","single","single","Brandon Montgomery singles on a ground ball to center fielder Jeisson Rosario.   Starling Heredia to 3rd.  ","Brandon Montgomery","Jean Cosme",2,0,2,"ground_ball",2,2,2,2,1,1,"R","R",13,"576694.00",72,9,"N","2019-04-29"
,,,"strikeout","Marcus Chiu called out on strikes.  ","Marcus Chiu","MacKenzie Gore",1,3,2,,1,0,1,0,0,0,"R","L",13,"576694.00",34,4,"N","2019-04-29"
"134.06","184.52","field_out","field_out","Devin Mann grounds out, pitcher Caleb Boushley to first baseman Taylor Kohlwey.  ","Devin Mann","Caleb Boushley",0,1,2,"ground_ball",1,2,1,2,1,0,"R","R",13,"576694.00",47,6,"N","2019-04-29"
"107.05","174.99","fielders_choice","fielders_choice","Devin Mann reaches on a fielder's choice, fielded by third baseman Kelvin Melean.   Donovan Casey scores.  ","Devin Mann","Evan Miller",1,0,1,"ground_ball",2,2,2,3,1,0,"R","R",13,"576694.00",79,10,"N","2019-04-29"
"93.55","102.70","single","single","Devin Mann singles on a sharp line drive to left fielder Jack Suwinski.  ","Devin Mann","MacKenzie Gore",1,2,1,"line_drive",1,0,1,0,1,1,"R","L",13,"576694.00",32,4,"N","2019-04-29"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Caleb Boushley",0,2,2,,2,2,2,2,0,0,"R","R",13,"576694.00",55,7,"N","2019-04-29"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","MacKenzie Gore",0,1,2,,1,0,1,0,0,0,"R","L",13,"576694.00",39,5,"N","2019-04-29"
"183.92","99.33","single","single","Miguel Vargas singles on a line drive to right fielder Reniel Ozuna.   Luke Heyer scores.    Leonel Valera to 3rd.  ","Miguel Vargas","Jerry D'Andrea",2,3,2,"line_drive",1,11,1,13,1,1,"R","L",14,"577328.00",54,6,"Y","2019-04-28"
,,,"strikeout","Dillon Paulson called out on strikes.  ","Dillon Paulson","Matt Pidich",2,3,2,,2,14,2,14,0,0,"L","R",14,"577328.00",78,9,"Y","2019-04-28"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Sam Delaplane",1,2,2,,0,0,0,0,0,0,"R","R",13,"576626.00",25,4,"Y","2019-04-28"
"164.54","55.12","field_out","field_out","Miguel Vargas flies out to center fielder Michael Siani.  ","Miguel Vargas","James Marinan",0,1,0,"fly_ball",0,2,0,2,1,0,"R","R",14,"577328.00",17,3,"Y","2019-04-28"
"87.01","90.25","single","single","Jacob Amaya singles on a line drive to left fielder Jay Schuyler.   Miguel Vargas scores.    Jair Camargo to 3rd.  ","Jacob Amaya","Alexis Diaz",0,0,0,"line_drive",1,7,1,8,1,1,"R","R",14,"577328.00",47,6,"Y","2019-04-28"
,,,"strikeout","Tre Todd strikes out swinging.  ","Tre Todd","Jake Haberer",2,3,2,,7,0,7,0,0,0,"L","R",13,"576626.00",59,7,"Y","2019-04-28"
"149.40","69.05","single","single","Dillon Paulson singles on a ground ball to center fielder Michael Siani.   Jair Camargo scores.    Jacob Amaya to 3rd.  ","Dillon Paulson","Alexis Diaz",0,3,2,"ground_ball",1,8,1,9,1,1,"L","R",14,"577328.00",48,6,"Y","2019-04-28"
,,,"strikeout","Tre Todd strikes out swinging.  ","Tre Todd","Sam Delaplane",1,3,2,,4,0,4,0,0,0,"L","R",13,"576626.00",38,5,"Y","2019-04-28"
,,,"walk","Starling Heredia walks.  ","Starling Heredia","Nick Wells",2,3,2,,0,0,0,0,0,0,"R","L",13,"576626.00",9,2,"Y","2019-04-28"
"185.14","102.36","single","single","Miguel Vargas singles on a line drive to right fielder Reniel Ozuna.  ","Miguel Vargas","James Marinan",0,2,1,"line_drive",0,0,0,0,1,1,"R","R",14,"577328.00",1,1,"Y","2019-04-28"
"81.68","117.51","single","single","Starling Heredia singles on a line drive to left fielder Jack Larsen.  ","Starling Heredia","Joey Gerber",0,3,2,"line_drive",7,0,7,0,1,1,"R","R",13,"576626.00",74,9,"Y","2019-04-28"
"61.70","121.75","double","double","Marcus Chiu doubles (4) on a soft line drive to left fielder Jack Larsen.  ","Marcus Chiu","Collin Kober",0,2,0,"line_drive",7,0,7,0,1,1,"R","R",13,"576626.00",55,7,"Y","2019-04-28"
,,,"walk","Dillon Paulson walks.   Jacob Amaya to 2nd.  ","Dillon Paulson","Alexis Diaz",1,3,0,,1,3,1,3,0,0,"L","R",14,"577328.00",36,5,"Y","2019-04-28"
,,,"strikeout","Jacob Amaya strikes out swinging.  ","Jacob Amaya","James Marinan",1,3,2,,0,2,0,2,0,0,"R","R",14,"577328.00",19,3,"Y","2019-04-28"
"130.62","53.30","field_out","field_out","Miguel Vargas flies out to center fielder Michael Siani.   Dan Robinson to 3rd.  ","Miguel Vargas","James Marinan",0,1,2,"fly_ball",1,2,1,2,1,0,"R","R",14,"577328.00",33,5,"Y","2019-04-28"
"66.42","69.05","single","single","Miguel Vargas singles on a line drive to left fielder Jay Schuyler.   Leonel Valera scores.    Dan Robinson scores.  ","Miguel Vargas","Alexis Diaz",0,0,2,"line_drive",1,5,1,7,1,1,"R","R",14,"577328.00",45,6,"Y","2019-04-28"
"203.31","103.57","field_out","field_out","Jacob Amaya flies out to right fielder Reniel Ozuna.  ","Jacob Amaya","Matt Pidich",1,3,1,"fly_ball",2,14,2,14,1,0,"R","R",14,"577328.00",77,9,"Y","2019-04-28"
"109.42","65.42","single","single","Jacob Amaya singles on a line drive to center fielder Michael Siani.   Jair Camargo to 3rd.  ","Jacob Amaya","James Marinan",1,0,0,"line_drive",1,3,1,3,1,1,"R","R",14,"577328.00",35,5,"Y","2019-04-28"
,,,"strikeout","Dillon Paulson called out on strikes.  ","Dillon Paulson","Jerry D'Andrea",0,0,2,,1,13,1,13,0,0,"L","L",14,"577328.00",61,7,"Y","2019-04-28"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Jake Haberer",2,1,2,,7,0,7,0,0,0,"R","R",13,"576626.00",68,8,"Y","2019-04-28"
"116.09","153.85","field_out","field_out","Dillon Paulson grounds out, shortstop Miguel Hernandez to first baseman Shard Munroe.  ","Dillon Paulson","James Marinan",2,3,2,"ground_ball",0,2,0,2,1,0,"L","R",14,"577328.00",20,3,"Y","2019-04-28"
"116.09","150.82","field_out","field_out","Jacob Amaya grounds out, shortstop Miguel Hernandez to first baseman Shard Munroe.   Miguel Vargas to 2nd.  ","Jacob Amaya","James Marinan",1,3,2,"ground_ball",0,0,0,0,1,0,"R","R",14,"577328.00",3,1,"Y","2019-04-28"
"77.93","47.85","double","double","Jacob Amaya doubles (8) on a fly ball to center fielder Michael Siani.  ","Jacob Amaya","Jerry D'Andrea",0,0,0,"fly_ball",1,13,1,13,1,1,"R","L",14,"577328.00",60,7,"Y","2019-04-28"
,,,"strikeout","Marcus Chiu called out on strikes.  ","Marcus Chiu","Nick Wells",1,1,2,,0,0,0,0,0,0,"R","L",13,"576626.00",8,2,"Y","2019-04-28"
"145.89","167.78","field_out","field_out","Tre Todd grounds out, second baseman Manny Pazos to first baseman Eugene Helder.  ","Tre Todd","Nick Wells",0,0,0,"ground_ball",0,0,0,0,1,0,"L","L",13,"576626.00",15,3,"Y","2019-04-28"
,,,"strikeout","Brandon Montgomery called out on strikes.  ","Brandon Montgomery","Sam Delaplane",2,1,2,,0,0,0,0,0,0,"R","R",13,"576626.00",26,4,"Y","2019-04-28"
,,,"strikeout","Brandon Montgomery strikes out swinging.  ","Brandon Montgomery","Joey Gerber",0,3,2,,7,0,7,0,0,0,"R","R",13,"576626.00",75,9,"Y","2019-04-28"
,,,"strikeout","Starling Heredia called out on strikes.  ","Starling Heredia","Collin Kober",0,3,2,,7,0,7,0,0,0,"R","R",13,"576626.00",56,7,"Y","2019-04-28"
,,,"strikeout","Tre Todd strikes out swinging.  ","Tre Todd","Joey Gerber",2,2,2,,7,0,0,7,0,0,"L","R",13,"576626.00",77,9,"Y","2019-04-28"
,,,"walk","Brandon Montgomery walks.  ","Brandon Montgomery","Collin Kober",1,3,1,,7,0,7,0,0,0,"R","R",13,"576626.00",57,7,"Y","2019-04-28"
"109.55","173.23","single","single","Marcus Chiu singles on a line drive to third baseman Joe Rizzo, deflected by pitcher Nick Wells.   Nick Yarnall to 2nd.  ","Marcus Chiu","Nick Wells",1,0,0,"line_drive",0,0,0,0,1,1,"R","L",13,"576626.00",24,4,"Y","2019-04-28"
,,,"strikeout","Dillon Paulson called out on strikes.  ","Dillon Paulson","James Marinan",2,3,2,,0,0,0,0,0,0,"L","R",14,"577328.00",4,1,"Y","2019-04-28"
"196.64","101.15","field_out","field_out","Miguel Vargas flies out to right fielder Reniel Ozuna.  ","Miguel Vargas","Matt Pidich",2,1,1,"fly_ball",2,14,2,14,1,0,"R","R",14,"577328.00",72,8,"Y","2019-04-28"
"153.16","110.24","single","single","Brandon Montgomery singles on a line drive to right fielder Ariel Sandoval.   Starling Heredia to 2nd.  ","Brandon Montgomery","Nick Wells",2,0,1,"line_drive",0,0,0,0,1,1,"R","L",13,"576626.00",10,2,"Y","2019-04-28"
"150.61","176.86","field_out","field_out","Hunter Feduccia grounds out to first baseman Morgan Lofstrom.  ","Hunter Feduccia","Jhon De Jesus",0,2,0,"ground_ball",1,0,1,0,1,0,"L","R",14,"577327.00",12,2,"Y","2019-04-27"
"171.93","91.46","field_out","field_out","Brandon Montgomery flies out to right fielder Manny Pazos.  ","Brandon Montgomery","Austin Hutchison",0,0,0,"fly_ball",0,1,0,1,1,0,"R","R",13,"576625.00",18,3,"Y","2019-04-27"
"109.55","174.44","grounded_into_double_play","grounded_into_double_play","Brandon Montgomery grounds into a double play, third baseman Joe Rizzo to second baseman Connor Kopach to first baseman Eugene Helder.   Devin Mann to 3rd.    Starling Heredia out at 2nd.    Brandon Montgomery out at 1st.  ","Brandon Montgomery","Scott Boches",0,0,1,"ground_ball",0,3,0,3,1,0,"R","R",13,"576625.00",55,7,"Y","2019-04-27"
"142.25","68.44","field_out","field_out","Brandon Montgomery flies out to center fielder Anthony Jimenez.  ","Brandon Montgomery","Austin Hutchison",2,0,0,"fly_ball",0,1,0,1,1,0,"R","R",13,"576625.00",36,5,"Y","2019-04-27"
"142.74","164.14","field_out","field_out","Hunter Feduccia grounds out, second baseman Jonathan Willems to first baseman Morgan Lofstrom.  ","Hunter Feduccia","Eddy Demurias",2,2,2,"ground_ball",1,4,1,4,1,0,"L","R",14,"577327.00",41,5,"Y","2019-04-27"
,,,"walk","Hunter Feduccia walks.  ","Hunter Feduccia","Connor Bennett",0,3,2,,4,9,4,9,0,0,"L","R",14,"577327.00",76,9,"Y","2019-04-27"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Austin Hutchison",1,3,2,,0,1,0,1,0,0,"R","R",13,"576625.00",35,5,"Y","2019-04-27"
"146.37","169.60","field_out","field_out","Hunter Feduccia grounds out, first baseman Morgan Lofstrom to pitcher Jhon De Jesus.  ","Hunter Feduccia","Jhon De Jesus",2,2,2,"ground_ball",1,4,1,4,1,0,"L","R",14,"577327.00",24,3,"Y","2019-04-27"
,,,"strikeout","Hunter Feduccia called out on strikes.  ","Hunter Feduccia","Andy Cox",0,3,2,,4,8,4,8,0,0,"L","L",14,"577327.00",61,7,"Y","2019-04-27"
"101.55","70.87","double","double","Dillon Paulson doubles (7) on a ground ball to center fielder Michael Siani.   Miguel Vargas scores.    Jacob Amaya scores.  ","Dillon Paulson","Andy Cox",2,3,2,"ground_ball",1,6,1,8,1,1,"L","L",14,"577327.00",51,6,"Y","2019-04-27"
"148.79","175.65","force_out","force_out","Dillon Paulson grounds into a force out, first baseman Morgan Lofstrom to catcher Pabel Manzanero.   Miguel Vargas out at home.    Niko Hulsizer to 3rd.    Jacob Amaya to 2nd.    Dillon Paulson to 1st.  ","Dillon Paulson","Andy Cox",1,3,2,"ground_ball",4,8,4,8,1,0,"L","L",14,"577327.00",71,8,"Y","2019-04-27"
,,,"walk","Dillon Paulson walks.   Jacob Amaya to 2nd.  ","Dillon Paulson","Eddy Demurias",0,3,2,,1,4,1,4,0,0,"L","R",14,"577327.00",39,5,"Y","2019-04-27"
"200.28","29.68","home_run","home_run","Dillon Paulson hits a grand slam (2) to right center field.   Miguel Vargas scores.    Niko Hulsizer scores.    Jacob Amaya scores.  ","Dillon Paulson","Jhon De Jesus",1,2,0,"fly_ball",1,0,1,4,1,1,"L","R",14,"577327.00",22,3,"Y","2019-04-27"
,,,"walk","Dillon Paulson walks.   Jacob Amaya to 2nd.  ","Dillon Paulson","Jhon De Jesus",2,3,1,,0,0,0,0,0,0,"L","R",14,"577327.00",4,1,"Y","2019-04-27"
"111.97","174.44","field_error","field_error","Brayan Morales reaches on a fielding error by third baseman Joe Rizzo.   Devin Mann scores.  ","Brayan Morales","Scott Boches",2,1,1,"ground_ball",0,3,0,4,1,0,"R","R",13,"576625.00",56,7,"Y","2019-04-27"
,,,"walk","Jacob Amaya walks.  ","Jacob Amaya","Eddy Demurias",2,3,2,,1,6,1,6,0,0,"R","R",14,"577327.00",50,6,"Y","2019-04-27"
,,,"walk","Jacob Amaya walks.  ","Jacob Amaya","Eddy Demurias",0,3,2,,1,4,1,4,0,0,"R","R",14,"577327.00",38,5,"Y","2019-04-27"
"141.04","220.48","field_out","field_out","Brayan Morales pops out to catcher Nick Thurman in foul territory.  ","Brayan Morales","Austin Hutchison",0,0,0,"popup",0,1,0,1,1,0,"R","R",13,"576625.00",42,6,"Y","2019-04-27"
,,,"strikeout","Brayan Morales strikes out swinging.  ","Brayan Morales","Austin Hutchison",0,1,2,,0,0,0,0,0,0,"R","R",13,"576625.00",1,1,"Y","2019-04-27"
"107.73","172.62","field_out","field_out","Brayan Morales grounds out, third baseman Matt Sanders to first baseman Eugene Helder.  ","Brayan Morales","Austin Hutchison",1,2,1,"ground_ball",0,1,0,1,1,0,"R","R",13,"576625.00",19,3,"Y","2019-04-27"
"108.34","167.78","single","single","Starling Heredia singles on a line drive to left fielder Ariel Sandoval.   Devin Mann to 2nd.  ","Starling Heredia","Scott Boches",0,0,1,"line_drive",0,3,0,3,1,1,"R","R",13,"576625.00",54,7,"Y","2019-04-27"
"65.21","134.47","double","double","Miguel Vargas doubles (6) on a ground ball to left fielder Shard Munroe.   Chris Roller scores.    Dan Robinson scores.  ","Miguel Vargas","Eddy Demurias",1,2,2,"ground_ball",1,4,1,6,1,1,"R","R",14,"577327.00",48,6,"Y","2019-04-27"
"107.00","173.84","force_out","force_out","Miguel Vargas grounds into a force out, third baseman Juan Martinez to second baseman Jonathan Willems.   Chris Roller to 3rd.    Leonel Valera out at 2nd.    Miguel Vargas to 1st.  ","Miguel Vargas","Eddy Demurias",1,0,0,"ground_ball",1,4,1,4,1,0,"R","R",14,"577327.00",31,4,"Y","2019-04-27"
"137.29","115.08","single","single","Miguel Vargas singles on a ground ball to center fielder Michael Siani.  ","Miguel Vargas","Jhon De Jesus",1,1,2,"ground_ball",1,0,1,0,1,1,"R","R",14,"577327.00",19,3,"Y","2019-04-27"
"116.69","155.67","field_out","field_out","Miguel Vargas grounds out, shortstop Miguel Hernandez to first baseman Morgan Lofstrom.  ","Miguel Vargas","Jhon De Jesus",0,3,1,"ground_ball",0,0,0,0,1,0,"R","R",14,"577327.00",1,1,"Y","2019-04-27"
,,,"walk","Devin Mann walks.  ","Devin Mann","Kyle Wilcox",2,3,2,,3,4,3,4,0,0,"R","R",13,"576625.00",76,9,"Y","2019-04-27"
"134.86","156.88","force_out","force_out","Miguel Vargas grounds into a force out, second baseman Jonathan Willems to shortstop Miguel Hernandez.   Dan Robinson out at 2nd.    Miguel Vargas to 1st.  ","Miguel Vargas","Andy Cox",0,0,0,"ground_ball",4,8,4,8,1,0,"R","L",14,"577327.00",68,8,"Y","2019-04-27"
"62.30","84.19","sac_fly","sac_fly","Devin Mann out on a sacrifice fly to left fielder Ariel Sandoval.   Connor Wong scores.  ","Devin Mann","Austin Hutchison",1,2,2,"fly_ball",0,0,0,1,1,0,"R","R",13,"576625.00",11,2,"Y","2019-04-27"
,,,"walk","Devin Mann walks.  ","Devin Mann","Scott Boches",0,3,1,,0,3,0,3,0,0,"R","R",13,"576625.00",53,7,"Y","2019-04-27"
,,,"walk","Devin Mann walks.  ","Devin Mann","Austin Hutchison",1,3,1,,0,1,0,1,0,0,"R","R",13,"576625.00",34,5,"Y","2019-04-27"
,,,"walk","Jacob Amaya walks.  ","Jacob Amaya","Jhon De Jesus",2,3,0,,0,0,0,0,0,0,"R","R",14,"577327.00",3,1,"Y","2019-04-27"
"124.57","110.24","single","single","Jacob Amaya singles on a line drive to center fielder Michael Siani.   Miguel Vargas to 3rd.    Niko Hulsizer to 2nd.  ","Jacob Amaya","Jhon De Jesus",1,0,0,"line_drive",1,0,1,0,1,1,"R","R",14,"577327.00",21,3,"Y","2019-04-27"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Kyle Wilcox",2,3,2,,3,4,3,4,0,0,"R","R",13,"576625.00",77,9,"Y","2019-04-27"
,,,"walk","Jacob Amaya walks.   Niko Hulsizer to 2nd.  ","Jacob Amaya","Andy Cox",1,3,1,,4,8,4,8,0,0,"R","L",14,"577327.00",70,8,"Y","2019-04-27"
,,,"walk","Starling Heredia walks.  ","Starling Heredia","Austin Hutchison",0,3,0,,0,1,0,1,0,0,"R","R",13,"576625.00",17,3,"Y","2019-04-27"
"107.73","162.33","force_out","force_out","Devin Mann grounds into a force out, shortstop Johnny Adams to second baseman Connor Kopach.   Connor Wong out at 2nd.  ","Devin Mann","Ian McKinney",2,2,2,"ground_ball",0,0,0,0,1,0,"R","L",13,"576624.00",5,1,"Y","2019-04-26"
,,,"strikeout","Marcus Chiu called out on strikes.  ","Marcus Chiu","Ian McKinney",0,3,2,,4,0,4,0,0,0,"R","L",13,"576624.00",14,2,"Y","2019-04-26"
"105.18","109.03","single","single","Miguel Vargas singles on a line drive to center fielder Mariel Bautista.  ","Miguel Vargas","Ricky Salinas",0,1,2,"line_drive",0,0,0,0,1,1,"R","R",14,"577326.00",1,1,"Y","2019-04-26"
,,,"strikeout","Marcus Chiu called out on strikes.  ","Marcus Chiu","Jake Haberer",0,1,2,,4,8,4,8,0,0,"R","R",13,"576624.00",74,8,"Y","2019-04-26"
,,,"walk","Jacob Amaya walks.  ","Jacob Amaya","Julio Pinto",1,3,2,,5,6,5,6,0,0,"R","R",14,"577326.00",75,9,"Y","2019-04-26"
"108.94","87.83","single","single","Devin Mann singles on a line drive to center fielder Anthony Jimenez.   Carlos Rincon scores.    Devin Mann to 3rd.  Fielding error by center fielder Anthony Jimenez.  ","Devin Mann","Jake Haberer",0,0,0,"line_drive",4,7,4,8,1,1,"R","R",13,"576624.00",73,8,"Y","2019-04-26"
,,,"strikeout","Dillon Paulson called out on strikes.  ","Dillon Paulson","Ricky Salinas",1,2,2,,5,3,5,3,0,0,"L","R",14,"577326.00",27,3,"Y","2019-04-26"
"221.48","90.86","home_run","home_run","Dillon Paulson homers (1) on a fly ball to right field.  ","Dillon Paulson","Ricky Salinas",0,2,2,"fly_ball",0,0,0,1,1,1,"L","R",14,"577326.00",9,2,"Y","2019-04-26"
"119.24","192.01","single","single","Brayan Morales singles on a bunt ground ball to pitcher Penn Murfee.  ","Brayan Morales","Penn Murfee",0,2,0,"ground_ball",4,7,4,7,1,1,"R","R",13,"576624.00",48,5,"Y","2019-04-26"
"90.04","115.69","single","single","Jacob Amaya singles on a ground ball to left fielder Michael Siani.   Miguel Vargas to 2nd.  ","Jacob Amaya","Ricky Salinas",1,2,0,"ground_ball",5,3,5,3,1,1,"R","R",14,"577326.00",26,3,"Y","2019-04-26"
,,,"strikeout","Devin Mann strikes out swinging.  ","Devin Mann","Collin Kober",0,3,2,,4,5,4,5,0,0,"R","R",13,"576624.00",40,4,"Y","2019-04-26"
"105.18","175.65","field_out","field_out","Jacob Amaya grounds out, third baseman Juan Martinez to first baseman Shard Munroe.  ","Jacob Amaya","Matt Pidich",1,1,1,"ground_ball",5,5,5,5,1,0,"R","R",14,"577326.00",58,7,"Y","2019-04-26"
"215.54","113.87","triple","triple","Marcus Chiu triples (1) on a fly ball to right fielder Ariel Sandoval.  ","Marcus Chiu","Penn Murfee",2,1,0,"fly_ball",4,7,4,7,1,1,"R","R",13,"576624.00",58,6,"Y","2019-04-26"
"139.71","162.33","field_out","field_out","Dillon Paulson grounds out, second baseman Jonathan Willems to first baseman Shard Munroe.  ","Dillon Paulson","Eduardo Salazar",0,0,0,"ground_ball",5,3,5,3,1,0,"L","R",14,"577326.00",47,6,"Y","2019-04-26"
"184.53","125.38","single","single","Dillon Paulson singles on a ground ball to right fielder Reniel Ozuna.   Jacob Amaya scores.  ","Dillon Paulson","Julio Pinto",1,3,2,"ground_ball",5,6,5,7,1,1,"L","R",14,"577326.00",76,9,"Y","2019-04-26"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Ian McKinney",1,2,2,,4,2,4,2,0,0,"R","L",13,"576624.00",27,3,"Y","2019-04-26"
"144.07","47.24","field_out","field_out","Devin Mann lines out to center fielder Anthony Jimenez.  ","Devin Mann","Ian McKinney",0,0,1,"line_drive",4,2,4,2,1,0,"R","L",13,"576624.00",26,3,"Y","2019-04-26"
"146.37","82.38","field_out","field_out","Miguel Vargas flies out to center fielder Mariel Bautista.  ","Miguel Vargas","Matt Pidich",0,3,2,"fly_ball",5,4,5,4,1,0,"R","R",14,"577326.00",56,7,"Y","2019-04-26"
"83.38","109.63","single","single","Miguel Vargas singles on a line drive to left fielder Michael Siani.  ","Miguel Vargas","Eduardo Salazar",0,0,1,"line_drive",5,3,5,3,1,1,"R","R",14,"577326.00",41,5,"Y","2019-04-26"
"117.42","187.16","field_out","field_out","Brayan Morales grounds out, third baseman Matt Sanders to first baseman Joe Rizzo.   Drew Avans to 2nd.  ","Brayan Morales","Penn Murfee",0,1,1,"ground_ball",4,7,4,7,1,0,"R","R",13,"576624.00",65,7,"Y","2019-04-26"
,,,"strikeout","Devin Mann strikes out swinging.  ","Devin Mann","Penn Murfee",1,0,2,,4,7,4,7,0,0,"R","R",13,"576624.00",57,6,"Y","2019-04-26"
,,,"strikeout","Miguel Vargas called out on strikes.  ","Miguel Vargas","Julio Pinto",2,1,2,,5,6,5,6,0,0,"R","R",14,"577326.00",69,8,"Y","2019-04-26"
,,,"walk","Dillon Paulson walks.  ","Dillon Paulson","Matt Pidich",2,3,2,,5,5,5,5,0,0,"L","R",14,"577326.00",59,7,"Y","2019-04-26"
"116.69","156.88","grounded_into_double_play","grounded_into_double_play","Jacob Amaya grounds into a double play, shortstop Carlos Rivero to second baseman Jonathan Willems to first baseman Shard Munroe.   Miguel Vargas out at 2nd.    Jacob Amaya out at 1st.  ","Jacob Amaya","Eduardo Salazar",1,0,0,"ground_ball",5,3,5,3,1,0,"R","R",14,"577326.00",43,5,"Y","2019-04-26"
"148.19","199.88","field_out","field_out","Jacob Amaya pops out to first baseman Shard Munroe in foul territory.  ","Jacob Amaya","Ricky Salinas",1,3,1,"popup",0,0,0,0,1,0,"R","R",14,"577326.00",3,1,"Y","2019-04-26"
