"hc_x","hc_y","next_event_type","event_and_next_event_type","event_description","batter_name","pitcher_name","outs","balls","strikes","hit_trajectory","fld_score","bat_score","post_fld_score","post_bat_score","is_hit_into_play","is_hit_into_play_basehit","bat_side","pitch_hand","sport_id","game_pk","at_bat_number","event_inning","top_inning_sw","game_date"
"113.81","107.21","single","single","Jacob Amaya singles on a line drive to center fielder Jawuan Harris.  ","Jacob Amaya","Cody Tyler",2,0,1,"line_drive",10,9,10,9,1,1,"R","L",14,"577509.00",90,9,"N","2019-08-01"
"117.83","157.31","field_out","field_out","Dillon Paulson grounds out, shortstop Ryan Vilade to first baseman Todd Czinege.  ","Dillon Paulson","Will Gaddis",1,3,2,"ground_ball",7,3,7,3,1,0,"L","R",13,"576600.00",50,6,"Y","2019-08-01"
"157.45","93.31","single","single","Tre Todd singles on a line drive to center fielder Matt Hearn.  ","Tre Todd","Nick Kennedy",1,0,2,"line_drive",9,3,9,3,1,1,"L","L",13,"576600.00",76,9,"Y","2019-08-01"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Will Gaddis",1,2,2,,6,2,6,2,0,0,"L","R",13,"576600.00",32,4,"Y","2019-08-01"
"109.71","178.65","field_out","field_out","Marcus Chiu grounds out, third baseman LJ Hatch to first baseman Todd Czinege.  ","Marcus Chiu","Will Gaddis",2,1,2,"ground_ball",7,3,7,3,1,0,"R","R",13,"576600.00",51,6,"Y","2019-08-01"
"111.74","156.30","field_out","field_out","Dillon Paulson grounds out, shortstop Taylor Snyder to first baseman Todd Czinege.  ","Dillon Paulson","Will Gaddis",1,1,0,"ground_ball",0,0,0,0,1,0,"L","R",13,"576600.00",9,2,"Y","2019-08-01"
"112.60","160.51","field_out","field_out","Jacob Amaya grounds out, shortstop Justin Lopez to first baseman Luke Becker.  ","Jacob Amaya","Jose Quezada",2,3,2,"ground_ball",9,7,9,7,1,0,"R","R",14,"577509.00",71,7,"N","2019-08-01"
"116.82","152.23","field_out","field_out","Miguel Vargas grounds out, shortstop Taylor Snyder to first baseman Todd Czinege.  ","Miguel Vargas","Will Gaddis",0,3,2,"ground_ball",0,0,0,0,1,0,"R","R",13,"576600.00",8,2,"Y","2019-08-01"
"170.66","136.49","single","single","Tre Todd singles on a ground ball to right fielder Ramon Marcelino.  ","Tre Todd","Will Gaddis",0,1,0,"ground_ball",6,3,6,3,1,1,"L","R",13,"576600.00",39,5,"Y","2019-08-01"
"109.20","153.76","field_out","field_out","Miguel Vargas lines out to shortstop Ryan Vilade.  ","Miguel Vargas","Lucas Gilbreath",2,1,1,"line_drive",0,1,0,1,1,0,"R","L",13,"576599.00",4,1,"Y","2019-07-31"
"142.38","164.76","field_out","field_out","Deacon Liput grounds out, second baseman LeeMarcus Boyd to first baseman Taylor Snyder.  ","Deacon Liput","Hayden Roberts",1,1,0,"ground_ball",5,6,5,6,1,0,"L","R",13,"576599.00",74,9,"Y","2019-07-31"
"145.26","114.64","field_out","field_out","Marcus Chiu flies out to center fielder Matt Hearn.  ","Marcus Chiu","Lucas Gilbreath",0,3,1,"fly_ball",0,1,0,1,1,0,"R","L",13,"576599.00",16,3,"Y","2019-07-31"
"141.68","159.30","field_out","field_out","Jacob Amaya grounds out, second baseman Tucupita Marcano to first baseman Luke Becker.  ","Jacob Amaya","Austin Smith",1,2,2,"ground_ball",2,6,2,6,1,0,"R","R",14,"577508.00",40,5,"N","2019-07-31"
"69.38","104.43","single","single","Miguel Vargas singles on a ground ball to left fielder Casey Golden.  ","Miguel Vargas","Moises Ceja",0,0,0,"ground_ball",3,5,3,5,1,1,"R","R",13,"576599.00",61,8,"Y","2019-07-31"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Robert Tyler",1,0,2,,3,5,3,5,0,0,"L","R",13,"576599.00",56,7,"Y","2019-07-31"
"169.14","23.72","home_run","home_run","Deacon Liput homers (5) on a fly ball to right center field.  ","Deacon Liput","Lucas Gilbreath",1,2,1,"fly_ball",0,0,0,1,1,1,"L","L",13,"576599.00",2,1,"Y","2019-07-31"
,,,"strikeout","Jeren Kendall called out on strikes.  ","Jeren Kendall","Lucas Gilbreath",0,1,2,,0,1,0,1,0,0,"L","L",13,"576599.00",9,2,"Y","2019-07-31"
"129.20","53.74","double","double","Starling Heredia hits a ground-rule double (9) on a fly ball to center field.   Dillon Paulson scores.    Marcus Chiu to 3rd.  ","Starling Heredia","Robert Tyler",0,0,0,"fly_ball",3,3,3,4,1,1,"R","R",13,"576599.00",54,7,"Y","2019-07-31"
"109.94","161.72","field_out","field_out","Marcus Chiu grounds out, shortstop Ryan Vilade to first baseman Taylor Snyder.  ","Marcus Chiu","Moises Ceja",2,0,0,"ground_ball",3,6,3,6,1,0,"R","R",13,"576599.00",65,8,"Y","2019-07-31"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Lucas Gilbreath",1,0,2,,3,2,3,2,0,0,"L","L",13,"576599.00",29,4,"Y","2019-07-31"
"109.94","177.44","grounded_into_double_play","grounded_into_double_play","Hunter Feduccia grounds into a double play, third baseman LJ Hatch to first baseman Taylor Snyder.   Miguel Vargas out at 3rd.    Hunter Feduccia out at 1st.  ","Hunter Feduccia","Lucas Gilbreath",1,0,0,"ground_ball",3,3,3,3,1,0,"L","L",13,"576599.00",47,6,"Y","2019-07-31"
,,,"hit_by_pitch","Marcus Chiu hit by pitch.  ","Marcus Chiu","Lucas Gilbreath",0,0,0,,3,3,3,3,0,0,"R","L",13,"576599.00",37,5,"Y","2019-07-31"
"139.34","151.07","single","single","Hunter Feduccia singles on a ground ball to second baseman LeeMarcus Boyd.   Donovan Casey scores.  ","Hunter Feduccia","Lucas Gilbreath",2,0,0,"ground_ball",3,2,3,3,1,1,"L","L",13,"576599.00",30,4,"Y","2019-07-31"
"198.15","111.53","single","single","Jeren Kendall singles on a sharp ground ball to right fielder Luke Morgan.   Miguel Vargas to 2nd.  ","Jeren Kendall","Lucas Gilbreath",1,0,0,"ground_ball",3,3,3,3,1,1,"L","L",13,"576599.00",46,6,"Y","2019-07-31"
,,,"strikeout","Hunter Feduccia strikes out swinging.  ","Hunter Feduccia","Lucas Gilbreath",1,2,2,,0,1,0,1,0,0,"L","L",13,"576599.00",10,2,"Y","2019-07-31"
"32.37","94.80","double","double","Jeren Kendall doubles (6) on a fly ball to center fielder Matt Hearn.   Miguel Vargas scores.  ","Jeren Kendall","Moises Ceja",0,0,0,"fly_ball",3,5,3,6,1,1,"L","R",13,"576599.00",62,8,"Y","2019-07-31"
"194.09","113.56","single","single","Starling Heredia singles on a ground ball to right fielder Luke Morgan.  ","Starling Heredia","Hayden Roberts",0,0,0,"ground_ball",5,6,5,6,1,1,"R","R",13,"576599.00",72,9,"Y","2019-07-31"
,,,"strikeout","Jacob Amaya called out on strikes.  ","Jacob Amaya","Mason Fox",2,1,2,,2,7,2,7,0,0,"R","R",14,"577508.00",57,7,"N","2019-07-31"
,,,"walk","Jacob Amaya walks.  ","Jacob Amaya","Sam Keating",0,3,1,,1,2,1,2,0,0,"R","R",14,"577508.00",26,4,"N","2019-07-31"
"116.24","161.12","field_out","field_out","Jacob Amaya grounds out, shortstop Justin Lopez to first baseman Luke Becker.   Justin Yurchak scores.  ","Jacob Amaya","Sam Keating",1,1,2,"ground_ball",0,0,0,1,1,0,"R","R",14,"577508.00",7,1,"N","2019-07-31"
,,,"walk","Starling Heredia walks.  ","Starling Heredia","Lucas Gilbreath",1,3,2,,0,1,0,1,0,0,"R","L",13,"576599.00",17,3,"Y","2019-07-31"
"86.11","118.63","single","single","Starling Heredia singles on a pop up to shortstop Ryan Vilade.   Marcus Chiu to 2nd.  ","Starling Heredia","Lucas Gilbreath",0,0,0,"popup",3,3,3,3,1,1,"R","L",13,"576599.00",38,5,"Y","2019-07-31"
"132.75","85.68","single","single","Marcus Chiu singles on a ground ball to center fielder Matt Hearn.   Dillon Paulson to 2nd.  ","Marcus Chiu","Robert Tyler",0,0,0,"ground_ball",3,3,3,3,1,1,"R","R",13,"576599.00",53,7,"Y","2019-07-31"
"125.65","85.68","single","single","Dillon Paulson singles on a line drive to center fielder Matt Hearn.  ","Dillon Paulson","Robert Tyler",0,0,0,"line_drive",3,3,3,3,1,1,"L","R",13,"576599.00",52,7,"Y","2019-07-31"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Lucas Gilbreath",2,2,2,,0,1,0,1,0,0,"L","L",13,"576599.00",11,2,"Y","2019-07-31"
"35.42","91.76","field_out","field_out","Dillon Paulson flies out to left fielder Casey Golden.  ","Dillon Paulson","Lucas Gilbreath",2,0,0,"fly_ball",3,3,3,3,1,0,"L","L",13,"576599.00",31,4,"Y","2019-07-31"
,,,"strikeout","Miguel Vargas strikes out swinging.  ","Miguel Vargas","Lucas Gilbreath",0,0,2,,3,2,3,2,0,0,"R","L",13,"576599.00",28,4,"Y","2019-07-31"
,,,"strikeout","Deacon Liput strikes out swinging, catcher Austin Bernard to first baseman Taylor Snyder.  ","Deacon Liput","Lucas Gilbreath",2,1,2,,3,3,3,3,0,0,"L","L",13,"576599.00",40,5,"Y","2019-07-31"
,,,"strikeout","Dillon Paulson strikes out swinging, catcher Austin Bernard to first baseman Taylor Snyder.  ","Dillon Paulson","Moises Ceja",1,0,2,,3,6,3,6,0,0,"L","R",13,"576599.00",64,8,"Y","2019-07-31"
"189.02","118.63","single","single","Miguel Vargas singles on a ground ball to right fielder Luke Morgan.  ","Miguel Vargas","Lucas Gilbreath",1,0,0,"ground_ball",3,3,3,3,1,1,"R","L",13,"576599.00",45,6,"Y","2019-07-31"
"123.12","75.54","single","single","Deacon Liput singles on a ground ball to center fielder Matt Hearn.  ","Deacon Liput","Lucas Gilbreath",0,0,0,"ground_ball",3,1,3,1,1,1,"L","L",13,"576599.00",26,4,"Y","2019-07-31"
"156.07","173.89","field_out","field_out","Hunter Feduccia grounds out, first baseman Taylor Snyder to pitcher Moises Ceja.   Jeren Kendall to 3rd.  ","Hunter Feduccia","Moises Ceja",0,0,0,"ground_ball",3,6,3,6,1,0,"L","R",13,"576599.00",63,8,"Y","2019-07-31"
"114.42","159.30","field_out","field_out","Jacob Amaya grounds out, shortstop Tucupita Marcano to first baseman Luke Becker.  ","Jacob Amaya","Ryan Weathers",2,1,1,"ground_ball",0,3,0,3,1,0,"R","L",14,"577507.00",24,3,"N","2019-07-30"
"141.71","160.87","field_out","field_out","Jeren Kendall grounds out, second baseman Matt McLaughlin to first baseman Todd Czinege.  ","Jeren Kendall","Tommy Doyle",2,0,0,"ground_ball",6,7,6,7,1,0,"L","R",13,"576598.00",77,9,"Y","2019-07-30"
,,,"walk","Jeren Kendall walks.  ","Jeren Kendall","Garrett Schilling",0,3,2,,3,3,3,3,0,0,"L","R",13,"576598.00",44,6,"Y","2019-07-30"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Garrett Schilling",1,2,2,,0,0,0,0,0,0,"L","R",13,"576598.00",8,2,"Y","2019-07-30"
,,,"walk","Jeren Kendall walks.  ","Jeren Kendall","Garrett Schilling",0,3,0,,3,3,3,3,0,0,"L","R",13,"576598.00",29,4,"Y","2019-07-30"
"143.74","63.34","field_out","field_out","Miguel Vargas lines out to center fielder Matt Hearn.  ","Miguel Vargas","Garrett Schilling",2,2,2,"line_drive",3,3,3,3,1,0,"R","R",13,"576598.00",40,5,"Y","2019-07-30"
"141.71","108.04","field_out","field_out","Miguel Vargas flies out to center fielder Matt Hearn.  ","Miguel Vargas","Garrett Schilling",2,0,2,"fly_ball",0,3,0,3,1,0,"R","R",13,"576598.00",20,3,"Y","2019-07-30"
"210.79","49.63","home_run","home_run","Miguel Vargas homers (1) on a fly ball to right center field.  ","Miguel Vargas","Salvador Justo",2,1,2,"fly_ball",3,5,3,6,1,1,"R","R",13,"576598.00",56,7,"Y","2019-07-30"
"175.74","138.01","single","single","Jeren Kendall singles on a sharp ground ball to right fielder Ramon Marcelino.  ","Jeren Kendall","Salvador Justo",2,0,2,"ground_ball",3,6,3,6,1,1,"L","R",13,"576598.00",57,7,"Y","2019-07-30"
"93.96","144.11","single","single","Miguel Vargas singles on a line drive to left fielder Luke Morgan.  ","Miguel Vargas","Tommy Doyle",2,2,2,"line_drive",6,7,6,7,1,1,"R","R",13,"576598.00",76,9,"Y","2019-07-30"
"134.60","104.99","field_out","field_out","Miguel Vargas flies out to center fielder Matt Hearn.  ","Miguel Vargas","Garrett Schilling",0,3,2,"fly_ball",0,0,0,0,1,0,"R","R",13,"576598.00",7,2,"Y","2019-07-30"
"94.47","146.65","single","single","Marcus Chiu singles on a line drive to left fielder Luke Morgan.   Marcus Chiu to 2nd.  Marcus Chiu advances to 2nd, on a missed catch error by second baseman Matt McLaughlin.  ","Marcus Chiu","Salvador Justo",0,0,0,"line_drive",3,3,3,3,1,1,"R","R",13,"576598.00",52,7,"Y","2019-07-30"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Nick Kennedy",1,1,2,,6,7,6,7,0,0,"R","L",13,"576598.00",69,8,"Y","2019-07-30"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Nick Kennedy",0,1,2,,6,7,6,7,0,0,"L","L",13,"576598.00",68,8,"Y","2019-07-30"
,,,"walk","Dillon Paulson walks.  ","Dillon Paulson","Garrett Schilling",0,3,1,,0,1,0,1,0,0,"L","R",13,"576598.00",15,3,"Y","2019-07-30"
,,,"walk","Dillon Paulson walks.  ","Dillon Paulson","Garrett Schilling",2,3,1,,3,3,3,3,0,0,"L","R",13,"576598.00",32,4,"Y","2019-07-30"
"69.07","125.82","single","single","Marcus Chiu singles on a fly ball to left fielder Luke Morgan.   Dillon Paulson to 2nd.  ","Marcus Chiu","Garrett Schilling",0,0,0,"fly_ball",0,1,0,1,1,1,"R","R",13,"576598.00",16,3,"Y","2019-07-30"
,,,"strikeout","Marcus Chiu called out on strikes.  ","Marcus Chiu","Garrett Schilling",2,1,2,,3,3,3,3,0,0,"R","R",13,"576598.00",33,4,"Y","2019-07-30"
"115.63","102.36","single","single","Jacob Amaya singles on a line drive to center fielder Dwanya Williams-Sutton.  ","Jacob Amaya","Edwuin Bencomo",1,2,2,"line_drive",4,6,4,6,1,1,"R","R",14,"577507.00",66,8,"N","2019-07-30"
"126.98","184.74","field_out","field_out","Hunter Feduccia grounds out, pitcher Garrett Schilling to first baseman Todd Czinege.  ","Hunter Feduccia","Garrett Schilling",1,1,0,"ground_ball",3,3,3,3,1,0,"L","R",13,"576598.00",46,6,"Y","2019-07-30"
"131.55","98.39","field_out","field_out","Hunter Feduccia flies out to center fielder Matt Hearn.  ","Hunter Feduccia","Nick Kennedy",2,1,2,"fly_ball",3,7,3,7,1,0,"L","L",13,"576598.00",59,7,"Y","2019-07-30"
"138.66","158.33","field_out","field_out","Dillon Paulson grounds out, second baseman Matt McLaughlin to first baseman Todd Czinege.  ","Dillon Paulson","Garrett Schilling",2,0,0,"ground_ball",3,3,3,3,1,0,"L","R",13,"576598.00",47,6,"Y","2019-07-30"
,,,"strikeout","Hunter Feduccia strikes out swinging.  ","Hunter Feduccia","Garrett Schilling",2,3,2,,0,1,0,1,0,0,"L","R",13,"576598.00",10,2,"Y","2019-07-30"
,,,"strikeout","Hunter Feduccia strikes out swinging.  ","Hunter Feduccia","Garrett Schilling",1,0,2,,3,3,3,3,0,0,"L","R",13,"576598.00",31,4,"Y","2019-07-30"
,,,"strikeout","Deacon Liput called out on strikes.  ","Deacon Liput","Garrett Schilling",1,2,2,,0,0,0,0,0,0,"L","R",13,"576598.00",2,1,"Y","2019-07-30"
"140.18","161.88","field_out","field_out","Deacon Liput grounds out softly, second baseman Matt McLaughlin to first baseman Todd Czinege.  ","Deacon Liput","Garrett Schilling",1,1,0,"ground_ball",3,3,3,3,1,0,"L","R",13,"576598.00",38,5,"Y","2019-07-30"
"201.14","37.44","home_run","home_run","Deacon Liput homers (4) on a fly ball to right center field.    Marcus Chiu scores.  ","Deacon Liput","Garrett Schilling",2,0,0,"fly_ball",0,1,0,3,1,1,"L","R",13,"576598.00",18,3,"Y","2019-07-30"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Salvador Justo",0,0,2,,3,5,3,5,0,0,"L","R",13,"576598.00",54,7,"Y","2019-07-30"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Tommy Doyle",0,0,2,,6,7,6,7,0,0,"L","R",13,"576598.00",74,9,"Y","2019-07-30"
"123.51","102.97","single","single","Jacob Amaya singles on a line drive to center fielder Dwanya Williams-Sutton.   Chris Roller scores.    Kody Hoese scores.  ","Jacob Amaya","Ryan Weathers",0,2,0,"line_drive",0,1,0,3,1,1,"R","L",14,"577507.00",9,1,"N","2019-07-30"
,,,"strikeout","Jacob Amaya strikes out swinging.  ","Jacob Amaya","Ryan Weathers",2,0,2,,0,5,0,5,0,0,"R","L",14,"577507.00",40,5,"N","2019-07-30"
"132.14","23.02","home_run","home_run","Garrett Hope homers (2) on a fly ball to center field.  ","Garrett Hope","Miguel Lar",2,0,0,"fly_ball",5,5,5,6,1,1,"R","R",16,"584010.00",50,5,"N","2019-07-29"
"109.29","179.10","force_out","force_out","Jacob Amaya grounds into a force out, third baseman Nick Quintana to second baseman Andre Lipcius.   Kody Hoese out at 2nd.    Jacob Amaya to 1st.  ","Jacob Amaya","Brad Bass",1,2,2,"ground_ball",0,0,0,0,1,0,"R","R",14,"578002.00",3,1,"Y","2019-07-29"
,,,"strikeout","Garrett Hope strikes out swinging.  ","Garrett Hope","Luis Mey",1,0,2,,0,0,0,0,0,0,"R","R",16,"584010.00",15,2,"N","2019-07-29"
"117.17","171.83","field_error","field_error","Jacob Amaya reaches on a fielding error by third baseman Nick Quintana.  ","Jacob Amaya","Brad Bass",1,1,2,"ground_ball",5,0,5,0,1,0,"R","R",14,"578002.00",30,4,"Y","2019-07-29"
,,,"walk","Jacob Amaya walks.   Kody Hoese to 2nd.  ","Jacob Amaya","Maddux Conger",2,3,1,,6,0,6,0,0,0,"R","R",14,"578002.00",62,8,"Y","2019-07-29"
"93.54","125.19","single","single","Jacob Amaya singles on a ground ball to left fielder Dayton Dugas.  ","Jacob Amaya","Brad Bass",1,0,1,"ground_ball",6,0,6,0,1,1,"R","R",14,"578002.00",47,6,"Y","2019-07-29"
"176.96","121.75","single","single","Garrett Hope singles on a line drive to right fielder Wendell Marrero.  ","Garrett Hope","Miguel Lar",0,0,0,"line_drive",3,3,3,3,1,1,"R","R",16,"584010.00",35,4,"N","2019-07-29"
"109.43","170.22","field_out","field_out","Hunter Feduccia pops out to third baseman Jonah Bride.  ","Hunter Feduccia","Brady Feigl",2,2,1,"popup",1,0,1,0,1,0,"L","R",13,"576740.00",9,1,"N","2019-07-28"
,,,"walk","Brandon Montgomery walks.  ","Brandon Montgomery","Eric Marinez",1,3,2,,2,3,2,3,0,0,"R","R",13,"576740.00",56,7,"N","2019-07-28"
,,,"strikeout","Marcus Chiu strikes out on a foul tip.  ","Marcus Chiu","Eric Marinez",1,0,2,,2,5,2,5,0,0,"R","R",13,"576740.00",69,8,"N","2019-07-28"
"145.18","170.22","force_out","force_out","Jeren Kendall grounds into a force out, first baseman Alfonso Rivas to shortstop Jeremy Eierman.   Hunter Feduccia out at 2nd.    Jeren Kendall to 1st.  ","Jeren Kendall","Jake Bray",1,0,0,"ground_ball",2,3,2,3,1,0,"L","R",13,"576740.00",48,6,"N","2019-07-28"
"105.46","99.52","single","single","Hunter Feduccia singles on a line drive to left fielder Nico Giarratano.  ","Hunter Feduccia","Jake Bray",0,0,0,"line_drive",2,3,2,3,1,1,"L","R",13,"576740.00",46,6,"N","2019-07-28"
,,,"strikeout","Jacob Amaya strikes out swinging.  ","Jacob Amaya","Zach Malis",2,2,2,,3,10,3,10,0,0,"R","R",14,"578001.00",81,9,"Y","2019-07-28"
"126.91","79.66","field_out","field_out","Brandon Montgomery flies out to center fielder Lazaro Armenteros.  ","Brandon Montgomery","Eric Marinez",2,3,2,"fly_ball",2,5,2,5,1,0,"R","R",13,"576740.00",70,8,"N","2019-07-28"
"186.49","104.29","field_out","field_out","Miguel Vargas flies out to right fielder Jameson Hannah.  ","Miguel Vargas","Jake Bray",0,0,2,"fly_ball",2,3,2,3,1,0,"R","R",13,"576740.00",47,6,"N","2019-07-28"
,,,"walk","Jacob Amaya walks.   Kody Hoese to 2nd.  ","Jacob Amaya","Austin Sodders",1,3,1,,0,0,0,0,0,0,"R","L",14,"578001.00",3,1,"Y","2019-07-28"
,,,"strikeout","Hunter Feduccia strikes out swinging.  ","Hunter Feduccia","Brady Feigl",2,1,2,,1,3,1,3,0,0,"L","R",13,"576740.00",25,3,"N","2019-07-28"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Eric Marinez",2,1,2,,2,5,2,5,0,0,"L","R",13,"576740.00",61,7,"N","2019-07-28"
"125.36","99.15","sac_fly","sac_fly","Jacob Amaya out on a sacrifice fly to center fielder Parker Meadows.   Leonel Valera scores.  ","Jacob Amaya","Austin Sodders",1,0,1,"fly_ball",1,2,1,3,1,0,"R","L",14,"578001.00",16,2,"Y","2019-07-28"
"111.02","174.19","field_out","field_out","Miguel Vargas grounds out, third baseman Jonah Bride to first baseman Alfonso Rivas.  ","Miguel Vargas","Brady Feigl",0,0,0,"ground_ball",1,3,1,3,1,0,"R","R",13,"576740.00",29,4,"N","2019-07-28"
"80.84","91.58","field_out","field_out","Dillon Paulson flies out to left fielder Nico Giarratano.  ","Dillon Paulson","Jake Bray",2,0,0,"fly_ball",2,3,2,3,1,0,"L","R",13,"576740.00",50,6,"N","2019-07-28"
,,,"strikeout","Jacob Amaya strikes out swinging.  ","Jacob Amaya","Jose Vasquez",0,2,2,,2,6,2,6,0,0,"R","R",14,"578001.00",48,6,"Y","2019-07-28"
,,,"strikeout","Miguel Vargas strikes out on a foul tip.  ","Miguel Vargas","Brady Feigl",0,1,2,,1,0,1,0,0,0,"R","R",13,"576740.00",13,2,"N","2019-07-28"
"125.36","104.60","single","single","Jacob Amaya singles on a ground ball to center fielder Parker Meadows.   Gersel Pitre scores.    Leonel Valera scores.    Kody Hoese to 2nd.  ","Jacob Amaya","Drew Crosby",1,1,0,"ground_ball",2,6,2,8,1,1,"R","L",14,"578001.00",62,7,"Y","2019-07-28"
"192.05","117.79","single","single","Jeren Kendall singles on a sharp line drive to right fielder Jameson Hannah.  ","Jeren Kendall","Brady Feigl",1,2,2,"line_drive",1,3,1,3,1,1,"L","R",13,"576740.00",30,4,"N","2019-07-28"
"146.77","174.99","field_out","field_out","Jeren Kendall grounds out to first baseman Alfonso Rivas.  ","Jeren Kendall","Brady Feigl",1,2,2,"ground_ball",1,0,1,0,1,0,"L","R",13,"576740.00",14,2,"N","2019-07-28"
"161.86","39.15","home_run","home_run","Deacon Liput homers (3) on a fly ball to right center field.    Brandon Montgomery scores.    Donovan Casey scores.  ","Deacon Liput","Brady Feigl",2,0,1,"fly_ball",1,0,1,3,1,1,"L","R",13,"576740.00",24,3,"N","2019-07-28"
"134.06","94.76","single","single","Hunter Feduccia singles on a ground ball to center fielder Lazaro Armenteros.   Deacon Liput to 3rd.  ","Hunter Feduccia","Eric Marinez",1,1,0,"ground_ball",2,5,2,5,1,1,"L","R",13,"576740.00",59,7,"N","2019-07-28"
,,,"hit_by_pitch","Marcus Chiu hit by pitch.  ","Marcus Chiu","Jake Bray",0,1,1,,1,3,1,3,0,0,"R","R",13,"576740.00",37,5,"N","2019-07-28"
"74.48","61.39","field_out","field_out","Deacon Liput flies out to left fielder Nico Giarratano.  ","Deacon Liput","Brady Feigl",1,0,0,"fly_ball",1,0,1,0,1,0,"L","R",13,"576740.00",8,1,"N","2019-07-28"
,,,"strikeout","Miguel Vargas called out on strikes.  ","Miguel Vargas","Eric Marinez",1,0,2,,2,5,2,5,0,0,"R","R",13,"576740.00",60,7,"N","2019-07-28"
"118.17","151.16","field_out","field_out","Deacon Liput grounds out, shortstop Jeremy Eierman to first baseman Alfonso Rivas.  ","Deacon Liput","Jake Bray",2,1,2,"ground_ball",1,3,1,3,1,0,"L","R",13,"576740.00",40,5,"N","2019-07-28"
"147.56","156.72","field_out","field_out","Marcus Chiu grounds out, second baseman Ryan Gridley to first baseman Alfonso Rivas.  ","Marcus Chiu","Brady Feigl",1,0,1,"ground_ball",1,0,1,0,1,0,"R","R",13,"576740.00",21,3,"N","2019-07-28"
"65.74","104.29","field_out","field_out","Dillon Paulson flies out to left fielder Nico Giarratano.  ","Dillon Paulson","Brady Feigl",2,0,0,"fly_ball",1,3,1,3,1,0,"L","R",13,"576740.00",32,4,"N","2019-07-28"
"150.74","174.99","field_out","field_out","Dillon Paulson grounds out to first baseman Alfonso Rivas.  ","Dillon Paulson","Brady Feigl",0,1,1,"ground_ball",1,0,1,0,1,0,"L","R",13,"576740.00",20,3,"N","2019-07-28"
,,,"walk","Brandon Montgomery walks.  ","Brandon Montgomery","Brady Feigl",2,3,2,,1,0,1,0,0,0,"R","R",13,"576740.00",22,3,"N","2019-07-28"
"138.82","190.88","sac_bunt","sac_bunt","Brandon Montgomery out on a sacrifice bunt, pitcher Jake Bray to first baseman Alfonso Rivas.   Marcus Chiu to 2nd.  ","Brandon Montgomery","Jake Bray",0,0,0,"ground_ball",1,3,1,3,1,0,"R","R",13,"576740.00",38,5,"N","2019-07-28"
,,,"walk","Jacob Amaya walks.   Kody Hoese to 2nd.  ","Jacob Amaya","Sandel De La Cruz",0,3,0,,2,6,2,6,0,0,"R","R",14,"578001.00",33,4,"Y","2019-07-28"
"128.50","189.29","single","single","Deacon Liput singles on a bunt ground ball to pitcher Eric Marinez.   Donovan Casey scores.  ","Deacon Liput","Eric Marinez",1,0,0,"ground_ball",2,4,2,5,1,1,"L","R",13,"576740.00",58,7,"N","2019-07-28"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Eric Marinez",0,1,2,,2,5,2,5,0,0,"L","R",13,"576740.00",68,8,"N","2019-07-28"
"103.08","168.63","field_out","field_out","Marcus Chiu grounds out, third baseman Jonah Bride to first baseman Alfonso Rivas.  ","Marcus Chiu","Eric Marinez",0,2,2,"ground_ball",2,3,2,3,1,0,"R","R",13,"576740.00",55,7,"N","2019-07-28"
,,,"walk","Hunter Feduccia walks.  ","Hunter Feduccia","Hogan Harris",1,3,2,,0,0,0,0,0,0,"L","L",13,"576739.00",14,2,"N","2019-07-27"
"179.34","123.35","single","single","Brayan Morales singles on a soft line drive to right fielder Jameson Hannah.  ","Brayan Morales","Hogan Harris",0,1,2,"line_drive",1,1,1,1,1,1,"R","L",13,"576739.00",23,3,"N","2019-07-27"
,,,"walk","Marcus Chiu walks.  ","Marcus Chiu","Peter Bayer",2,3,2,,6,1,6,1,0,0,"R","R",13,"576739.00",63,7,"N","2019-07-27"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Hogan Harris",1,3,2,,0,0,0,0,0,0,"L","L",13,"576739.00",7,1,"N","2019-07-27"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Hogan Harris",0,2,2,,3,1,3,1,0,0,"L","L",13,"576739.00",41,5,"N","2019-07-27"
"124.15","108.84","single","single","Jacob Amaya singles on a line drive to center fielder Parker Meadows.   Matt Cogen to 2nd.  ","Jacob Amaya","Yaya Chentouf",2,1,1,"line_drive",0,4,0,4,1,1,"R","R",14,"578000.00",50,7,"Y","2019-07-27"
"115.79","157.51","field_out","field_out","Starling Heredia grounds out, shortstop Jeremy Eierman to first baseman Alfonso Rivas.  ","Starling Heredia","Hogan Harris",1,2,1,"ground_ball",0,0,0,0,1,0,"R","L",13,"576739.00",15,2,"N","2019-07-27"
